web_scraper_order,web_scraper_start_url,pagination,price,brand_name,product_name,image,item_page_title,item_page_link,data,data_1,Product_Name,product_image_url,size_availability,text_5,product_description
1771968663-47,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €267.11,XIRENA,Emmanuelle Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/xiren/xiren3108878120/xiren3108878120_1745518641890_2-0._QL90_UX1128_.jpg,XIRENAEmmanuelle PantsPrevious Price €267.11Sale Price €53.42,https://www.shopbop.com/emmanuelle-pant-xirena/vp/v=1/1570703038.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2012037099&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_54,XIRENA,Emmanuelle Pants,XIRENAEmmanuelle Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/xiren/xiren3108878120/xiren3108878120_1745518641890_2-0._QL90_UX1128_.jpg,,"Measurements from size 25
Rise: 8.75in / 22.5cm
Inseam: 30.75in / 78cm
Leg opening: 19.75in / 50cmSize Conversions","Fabric: Lightweight, non-stretch twill

Button closure and zip fly

Flap back pockets

Shell: 100% cotton

Wash cold

Made in the USA of imported materials"
1771968668-48,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €419.74,Cara Cara,Claudine Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccara/ccara303072565d/ccara303072565d_1747339840297_2-0._QL90_UX1128_.jpg,Editors’ PickCara CaraClaudine Mini DressPrevious Price €419.74Sale Price €83.95,https://www.shopbop.com/claudine-mini-cara/vp/v=1/1524879517.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2008395467&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_EP_53,Cara Cara,Claudine Mini Dress,Cara CaraClaudine Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/ccara/ccara303072565d/ccara303072565d_1747339840297_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Brianna (5'9"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 30.25in / 77.0cm, from shoulderSize Conversions","Fabric: Mid-weight, non-stretch denim

Smocked elastic panel at back

Paisley print

Mini length

Sweetheart neckline

Zip at back

Shell: 100% cotton

Lined

Dry clean

Imported, China"
1771968671-49,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €169.59,87Origins,Kaleidoscope Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse30310102c9/eitse30310102c9_1750964352165_2-0._QL90_UX1128_.jpg,87OriginsKaleidoscope DressPrevious Price €169.59Sale Price €33.92,https://www.shopbop.com/kaleidoscope-dress-87origins/vp/v=1/1555903419.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2054517316&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_52,87Origins,Kaleidoscope Dress,87OriginsKaleidoscope Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/eitse/eitse30310102c9/eitse30310102c9_1750964352165_2-0._QL90_UX1128_.jpg,"6

8

10

14

16","Features a boxy fit and a maxi length. Crepe fabric is lightweight and has an airy feel.Shopbop’s expert stylist says: Runs large; designed with a relaxed silhouette. For a slimmer fit, size downModel measurements:
Size 6: Lola (5'8"") usually wears size 6View all model measurementsMeasurements from size 6
Length: 59in / 150.0cm, from shoulder87Origins Size Guide","Fabric: Lightweight, non-stretch crepe

Kaleidoscope print

Maxi length

Crew neck

Ties at back

Shell: 100% polyester

Lined

Lining: 100% polyester

Dry clean

Imported, China"
1771968675-50,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €139.91,SIMKHAI,Hawkins Tank Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jondb/jondb3169687884/jondb3169687884_1745619559698_2-0._QL90_UX1128_.jpg,Designer BoutiqueSIMKHAIHawkins Tank TopPrevious Price €139.91Sale Price €27.98,https://www.shopbop.com/hawkins-tank-top-simkhai/vp/v=1/1552259374.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2021368528&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_51,SIMKHAI,Hawkins Tank Top,SIMKHAIHawkins Tank Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/jondb/jondb3169687884/jondb3169687884_1745619559698_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size S: Isha (5'10.5"") usually wears size XS-SView all model measurementsMeasurements from size S
Length: 21.75in / 55.0cm, from shoulderSIMKHAI Size Guide","Fabric: Lightweight ribbed knit with stretch

Stripe pattern

Scoop neck

Shell: 90% rayon/10% elastane

Hand wash

Imported, China

Sleeveless"
1771968679-51,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €261.17,Birds of Paradis,Vera Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30351252e9/bpara30351252e9_1749049614340_2-0._QL90_UX1128_.jpg,Birds of ParadisVera PantsPrevious Price €261.17Sale Price €52.23,https://www.shopbop.com/su25-w1401-vera-pant-birds/vp/v=1/1560387471.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2065358343&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_50,Birds of Paradis,Vera Pants,Birds of ParadisVera Pants,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30351252e9/bpara30351252e9_1749049614340_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Imade (5'10.5"") usually wears size SView all model measurementsMeasurements from size S
Rise: 11in / 28cm
Inseam: 30.25in / 77cm
Leg opening: 22in / 56cmSize Conversions","Fabric: Lightweight, non-stretch linen weave

Stripe print

Covered elastic waist with drawstring

On-seam side pockets and patch back pocket

Shell: 100% linen

Wash cold

Imported, China"
1771968683-52,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €235.73,Birds of Paradis,Ivy Shirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30353252e9/bpara30353252e9_1749050350830_2-0._QL90_UX1128_.jpg,Birds of ParadisIvy ShirtPrevious Price €235.73Sale Price €47.15,https://www.shopbop.com/su25-w1473-ivy-shirt-birds/vp/v=1/1519784468.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2053256690&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_49,Birds of Paradis,Ivy Shirt,Birds of ParadisIvy Shirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bpara/bpara30353252e9/bpara30353252e9_1749050350830_2-0._QL90_UX1128_.jpg,"XS

S

M

L","Model measurements:
Size S: Imade (5'10.5"") usually wears size SView all model measurementsMeasurements from size S
Length: 18.5in / 47.0cm, from shoulderBirds of Paradis Size Guide","Fabric: Lightweight, non-stretch linen weave

Stripe print

Collared neck

Button placket and drawstring hem

Shell: 100% linen

Wash cold

Imported, China"
1771968687-53,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €337.49,Veronica Beard,Gabriela Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vbear/vbear328761d6a1/vbear328761d6a1_1751400729619_2-0._QL90_UX1128_.jpg,Designer BoutiqueVeronica BeardGabriela TopPrevious Price €337.49Sale Price €67.50,https://www.shopbop.com/gabriela-top-veronica-beard/vp/v=1/1500441585.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2007741647&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_48,Veronica Beard,Gabriela Top,Veronica BeardGabriela Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/vbear/vbear328761d6a1/vbear328761d6a1_1751400729619_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Giselle (5'10"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 17in / 43.0cm, from shoulderSize Guide","Fabric: Lightweight, non-stretch weave

Crew neck

Short puff sleeves

Button keyhole at back

Covered elastic waistband

Shell: 65% cotton/35% silk

Lined

Lining: 100% cotton

Dry clean

Imported, China"
1771968691-54,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €749.60,AnOnlyChild,Cliff Jacket,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/onlyc/onlyc3001428574/onlyc3001428574_1743097072628_2-0._QL90_UX1128_.jpg,Designer BoutiqueAnOnlyChildCliff JacketPrevious Price €749.60Sale Price €149.92,https://www.shopbop.com/cliff-jacket-anonlychild/vp/v=1/1500022885.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2016715351&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_47,AnOnlyChild,Cliff Jacket,AnOnlyChildCliff Jacket,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/onlyc/onlyc3001428574/onlyc3001428574_1743097072628_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Somin (5'10.5"") usually wears size XS-SView all model measurementsMeasurements from size XS
Length: 17.25in / 44.0cm, from shoulderSize Conversions","Fabric: Mid-weight, non-stretch denim

Collared neck

Button placket

Flap back pockets

Shell: 100% lyocell

Dry clean

Made in the USA

Long sleeves with button cuffs"
1771968695-55,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €76.32,Ragged Priest,Gator Knit Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rapri/rapri3002437087/rapri3002437087_1743684917356_2-0._QL90_UX1128_.jpg,Ragged PriestGator Knit VestPrevious Price €76.32Sale Price €15.26,https://www.shopbop.com/gator-knit-ragged-priest/vp/v=1/1525392340.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2037994235&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_46,Ragged Priest,Gator Knit Vest,Ragged PriestGator Knit Vest,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/rapri/rapri3002437087/rapri3002437087_1743684917356_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Maelys (5'8"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 24.75in / 63.0cm, from shoulderSize Conversions","Fabric: Mid-weight knit

Ribbed edges

V neck

Shell: 100% acrylic

Wash cold

Imported, China

Sleeveless"
1771968699-56,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €422.28,Figue,Poppy Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071011714/figue3071011714_1743341007534_2-0._QL90_UX1128_.jpg,Designer BoutiqueFiguePoppy SkirtPrevious Price €422.28Sale Price €84.46,https://www.shopbop.com/poppy-skirt-figue/vp/v=1/1534791685.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2092744651&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_45,Figue,Poppy Skirt,FiguePoppy Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071011714/figue3071011714_1743341007534_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Brianna (5'9"") usually wears size 0View all model measurementsMeasurements from size 2
Length: 40.5in / 103.0cmSize Guide","Fabric: Lightweight, non-stretch eyelet

Hook-and-eye and hidden zip at side

Shell: 100% cotton

Lined

Lining: 100% cotton

Dry clean

Imported, China"
1771968703-57,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €252.69,Figue,Alta Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071611714/figue3071611714_1743344338444_2-0._QL90_UX1128_.jpg,Designer BoutiqueFigueAlta TopPrevious Price €252.69Sale Price €50.54,https://www.shopbop.com/alta-top-figue/vp/v=1/1550518329.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2038918023&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_DB_44,Figue,Alta Top,FigueAlta Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/figue/figue3071611714/figue3071611714_1743344338444_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size XS: Brianna (5'9"") usually wears size XSView all model measurementsMeasurements from size S
Length: 15.75in / 40.0cm, from shoulderSize Guide","Fabric: Lightweight, non-stretch poplin

Pleated front

Square neckline

Hook-and-eye and exposed zip at back

Shell: 100% cotton

Lined

Dry clean

Imported, China

Adjustable shoulder straps"
1771968707-58,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €250.15,Fleur du Mal,Sofia Thong Bodysuit,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma310201a530/fduma310201a530_1750966189590_2-0._QL90_UX1128_.jpg,Fleur du MalSofia Thong BodysuitPrevious Price €250.15Sale Price €50.03,https://www.shopbop.com/sofia-bodysuit-fleur-du-mal/vp/v=1/1585460392.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2000985263&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_43,Fleur du Mal,Sofia Thong Bodysuit,Fleur du MalSofia Thong Bodysuit,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/fduma/fduma310201a530/fduma310201a530_1750966189590_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size S: Malena (5'8.5"") usually wears size XS-SView all model measurementsSize Conversions","Fabric: Mid-weight compact knit with stretch

Seamed creases

Scoop neck

Sleeveless

Thong back and snap gusset

Hook-and-eye closure at back

Shell: 70% cotton/30% polyester

Unlined

Wash cold

Imported, China"
1771968711-59,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €236.58,SLVRLAKE,Worker Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30349217a1/slvrl30349217a1_1747233437303_2-0._QL90_UX1128_.jpg,SLVRLAKEWorker Mini SkirtPrevious Price €236.58Sale Price €47.32,https://www.shopbop.com/worker-mini-slvrlake/vp/v=1/1543938568.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2036850643&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_42,SLVRLAKE,Worker Mini Skirt,SLVRLAKEWorker Mini Skirt,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/slvrl/slvrl30349217a1/slvrl30349217a1_1747233437303_2-0._QL90_UX1128_.jpg,"23

24

25

26

27

28

29

30

31

32","Model measurements:Size 25: Alina (5'10"") usually wears size 25-26Size 25: Priyanka (5'9"") usually wears size 24View all model measurementsMeasurements from size 26
Length: 12.25in / 31.0cmSLVRLAKE Size Guide","Fabric: Lightweight, non-stretch denim

Contrast stitching

Button closure and zip fly

5-pocket styling

Shell: 100% cotton

Wash cold

Made in the USA of imported materials"
1771968715-60,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €211.99,The Garment,Tanzania Mini Tee,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3002922b0d/garme3002922b0d_1751320387380_2-0._QL90_UX1128_.jpg,The GarmentTanzania Mini TeePrevious Price €211.99Sale Price €42.40,https://www.shopbop.com/tanzania-mini-tee-garment/vp/v=1/1530396932.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2091209080&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_41,The Garment,Tanzania Mini Tee,The GarmentTanzania Mini Tee,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/garme/garme3002922b0d/garme3002922b0d_1751320387380_2-0._QL90_UX1128_.jpg,"4

6

8

10

12

14","Model measurements:
Size 4: Margaret (5'11"") usually wears size 4View all model measurementsMeasurements from size 6
Length: 20in / 51.0cm, from shoulderThe Garment Size Guide","Fabric: Lightweight, super-stretch pointelle knit

Ribbed trim

Crew neck

Short sleeves

Shell: 100% cotton

Wash cold

Imported, China"
1771968719-61,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €326.46,Apiece Apart,Mini Mitte Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305262485c/apiec305262485c_1744154069434_2-0._QL90_UX1128_.jpg,Apiece ApartMini Mitte DressPrevious Price €326.46Sale Price €65.29,https://www.shopbop.com/mini-mitte-dress-apiece-apart/vp/v=1/1572870860.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2010182197&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_40,Apiece Apart,Mini Mitte Dress,Apiece ApartMini Mitte Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305262485c/apiec305262485c_1744154069434_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size S: Imade (5'10.5"") usually wears size SView all model measurementsMeasurements from size S
Length: 33in / 84.0cm, from shoulderApiece Apart Size Guide","Fabric: Lightweight, non-stretch weave

Floral print and tiered skirt

Mini length

V neck

Button placket

Tie self-belt

Shell: 100% cotton

Unlined

Dry clean

Imported, India

Puff sleeves"
1771968724-62,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €250.15,B Sides,Marcel Culotte Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside301021d683/bside301021d683_1747341323491_2-0._QL90_UX1128_.jpg,B SidesMarcel Culotte ShortsPrevious Price €250.15Sale Price €50.03,https://www.shopbop.com/marcel-culotte-short-b-sides/vp/v=1/1595541994.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2063140340&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_39,B Sides,Marcel Culotte Shorts,B SidesMarcel Culotte Shorts,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/bside/bside301021d683/bside301021d683_1747341323491_2-0._QL90_UX1128_.jpg,"24

25

26

27

28

29

30

31

32","Model measurements:Size 26: Alina (5'10"") usually wears size 25-26Size 26: Brianna (5'9"") usually wears size 24View all model measurementsMeasurements from size 26
Rise: 11.5in / 29cm
Inseam: 7.75in / 20cmB Sides Size Guide","Fabric: Mid-weight, non-stretch denim

Button closure and zip fly

5-pocket styling

Shell: 100% cotton

Wash cold

Made in the USA"
1771968728-63,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €89.88,LSPACE,Savannah Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159614533/lspce4159614533_1747949265185_2-0._QL90_UX1128_.jpg,LSPACESavannah BottomsPrevious Price €89.88Sale Price €17.98,https://www.shopbop.com/savannah-bottom-lspace/vp/v=1/1507075029.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2017157139&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_38,LSPACE,Savannah Bottoms,LSPACESavannah Bottoms,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159614533/lspce4159614533_1747949265185_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size S: Emily (5'9"") usually wears size XS-SView all model measurementsLSPACE Size Guide","Ribbed fabric

Cheeky coverage

Shell: 85% recycled polyamide/15% spandex

Lined

Hand wash

Imported, China"
1771968731-64,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €93.28,LSPACE,Effie Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159514533/lspce4159514533_1748369422351_2-0._QL90_UX1128_.jpg,LSPACEEffie TopPrevious Price €93.28Sale Price €18.66,https://www.shopbop.com/effie-top-lspace/vp/v=1/1540192238.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2088803815&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_37,LSPACE,Effie Top,LSPACEEffie Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/lspce/lspce4159514533/lspce4159514533_1748369422351_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size M: Emily (5'9"") usually wears size XS-SView all model measurementsLSPACE Size Guide","Ribbed fabric

Cutout at back

Lined cups with removable padding

Shell: 85% recycled polyamide/15% spandex

Hand wash

Imported, China

Bottoms sold separately"
1771968735-65,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €244.21,Arianne Elmy,La Denim Bubble Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aelmy/aelmy3004111554/aelmy3004111554_1747062119525_2-0._QL90_UX1128_.jpg,Arianne ElmyLa Denim Bubble DressPrevious Price €244.21Sale Price €48.84,https://www.shopbop.com/bubble-dress-denim-arianne-elmy/vp/v=1/1502664709.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2005939136&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_36,Arianne Elmy,La Denim Bubble Dress,Arianne ElmyLa Denim Bubble Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/aelmy/aelmy3004111554/aelmy3004111554_1747062119525_2-0._QL90_UX1128_.jpg,"XS

S

M

L

XL","Model measurements:
Size XS: Cher (5'11"") usually wears size XSView all model measurementsMeasurements from size XS
Length: 31.5in / 80.0cm, from shoulderArianne Elmy Size Guide","Fabric: Mid-weight, non-stretch chambray

Bubble hem

Embroidered floral pattern

Mini length

Square neckline

Hidden zip at back

Shell: 100% cotton

Lined

Lining: 100% cotton

Wash cold

Imported, China

Sleeveless"
1771968738-66,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €134.83,Good American,Good Petite Straight Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3127524e55/gamer3127524e55_1747340639217_2-0._QL90_UX1128_.jpg,Good AmericanGood Petite Straight JeansPrevious Price €134.83Sale Price €26.97,https://www.shopbop.com/good-petite-straight-jeans-american/vp/v=1/1536757424.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2010015863&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_35,Good American,Good Petite Straight Jeans,Good AmericanGood Petite Straight Jeans,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/gamer/gamer3127524e55/gamer3127524e55_1747340639217_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Jessica (5'6"") usually wears size 0View all model measurementsMeasurements from size 0
Rise: 10.25in / 26cm
Inseam: 28.25in / 72cm
Leg opening: 15in / 38cmGood American Size Guide","Fabric: Mid-weight stretch denim

Slit cuffs

Button closure and zip fly

5-pocket styling

Shell: 99% cotton/1% elastane

Wash cold

Imported, Paraguay"
1771968742-67,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €326.46,Apiece Apart,Bettina Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305322485b/apiec305322485b_1744154105984_2-0._QL90_UX1128_.jpg,Apiece ApartBettina Mini DressPrevious Price €326.46Sale Price €65.29,https://www.shopbop.com/bettina-mini-apiece-apart/vp/v=1/1515007573.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2070083611&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_34,Apiece Apart,Bettina Mini Dress,Apiece ApartBettina Mini Dress,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/apiec/apiec305322485b/apiec305322485b_1744154105984_2-0._QL90_UX1128_.jpg,,"Features a mini-length A-line cut. Cotton fabric has a softened feel and offers no stretch.Shopbop’s expert stylist says: Runs large; please size downModel measurements:
Size 0: Maia (5'10"") usually wears size 0View all model measurementsMeasurements from size 2
Length: 33in / 84.0cm, from shoulderSize Conversions","Fabric: Lightweight, non-stretch weave

Floral print

Mini length

Crew neck

Hook-and-eye and hidden zip at back

Shell: 100% cotton

Unlined

Dry clean

Imported, India

Puff sleeves"
1771968746-68,https://www.shopbop.com/clothing/br/v=1/13266.htm,https://www.shopbop.com/clothing/br/v=1/13266.htm?offset=17000,Previous Price €233.19,SIMONMILLER,Mori Strapless Linen Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/simil/simil3094616120/simil3094616120_1751056450965_2-0._QL90_UX1128_.jpg,SIMONMILLERMori Strapless Linen TopPrevious Price €233.19Sale Price €46.64,https://www.shopbop.com/mori-strapless-linen-top-simonmiller/vp/v=1/1581636385.htm?os=false&breadcrumb=Shop+Women%27s%3EClothing&folderID=13266&colorSin=2075621892&fm=browse-page-web&ref_=SB_PLP_PDP_W_CLOTH_13266_NB_33,SIMONMILLER,Mori Strapless Linen Top,SIMONMILLERMori Strapless Linen Top,https://m.media-amazon.com/images/G/01/Shopbop/p/prod/products/simil/simil3094616120/simil3094616120_1751056450965_2-0._QL90_UX1128_.jpg,,"Model measurements:
Size 0: Eyshila (5'10"") usually wears size 0View all model measurementsMeasurements from size 0
Length: 18in / 46.0cm, from center backSize Guide","Fabric: Lightweight, non-stretch linen weave

Stripe print

Strapless silhouette with non-slip rubber binding

Sleeveless

Button placket

Hook-and-eye and hidden zip at side

Welt front pockets

Shell: 55% linen/45% cotton

Lined

Lining: 100% cotton

Dry clean

Imported, Vietnam"
